employee_id,country,region,sector,age_group,gender,year,wellbeing_score,burnout_risk_score,weekly_work_hours,productivity_score,absenteeism_days_per_year,mental_health_support_access,remote_work_pct,salary_satisfaction,mental_health_diagnosis,presenteeism_score
EMP010218,Turkey,Middle East,Government,56-65,Male,2017,65.0,3.83,35.4,56.5,6.6,0,0,3.2,0,37.8
EMP010219,Saudi Arabia,Middle East,Government,56-65,Male,2015,63.8,4.07,44.4,59.0,10.8,0,0,2.4,0,32.1
EMP010220,Norway,Europe,Healthcare,46-55,Male,2024,72.7,7.36,50.1,46.9,7.7,0,17,5.0,0,63.9
EMP010221,Canada,North America,Transportation,46-55,Male,2015,60.8,6.25,41.4,62.3,3.4,1,0,3.2,1,53.5
EMP010222,New Zealand,Oceania,Manufacturing,26-35,Female,2017,54.2,2.88,47.0,62.6,8.7,1,0,5.0,1,22.4
EMP010223,Argentina,South America,Construction,18-25,Female,2017,62.7,3.99,45.2,57.6,8.1,0,0,3.0,1,23.7
EMP010224,United States,North America,Retail,46-55,Male,2021,60.5,8.54,34.8,34.4,10.1,1,10,4.7,0,69.3
EMP010225,Poland,Europe,Finance,56-65,Male,2023,59.3,6.02,42.6,48.4,9.8,0,42,4.3,0,49.9
EMP010226,Turkey,Middle East,Healthcare,46-55,Male,2021,65.1,4.24,43.3,66.3,7.9,0,18,2.3,0,31.6
EMP010227,China,Asia,Transportation,46-55,Male,2018,60.7,6.66,45.0,51.7,7.1,1,0,3.9,0,47.9
EMP010228,Germany,Europe,Finance,56-65,Female,2023,65.1,6.3,44.3,61.0,9.8,1,47,3.9,1,45.4
EMP010229,Poland,Europe,Transportation,26-35,Female,2017,58.5,4.44,36.9,52.6,2.2,1,0,3.7,0,37.9
EMP010230,China,Asia,Government,26-35,Female,2015,51.7,3.94,33.5,55.2,8.6,1,0,1.8,0,25.2
EMP010231,Germany,Europe,Retail,56-65,Female,2018,70.6,5.39,44.6,64.4,4.1,1,0,3.3,0,46.8
EMP010232,Japan,Asia,Finance,18-25,Male,2015,51.2,5.66,47.6,54.5,6.5,1,0,4.2,0,43.4
EMP010233,France,Europe,Technology,36-45,Female,2019,42.8,7.15,41.6,36.5,12.6,1,0,4.5,0,53.0
EMP010234,Nigeria,Africa,Agriculture,46-55,Male,2018,47.0,5.72,50.5,44.0,10.8,1,0,2.4,0,45.8
EMP010235,United States,North America,Government,18-25,Male,2017,70.9,3.83,31.2,71.4,7.1,1,0,5.0,0,37.7
EMP010236,Saudi Arabia,Middle East,Government,18-25,Male,2022,45.3,5.26,39.1,47.7,5.9,1,44,3.3,0,45.7
EMP010237,United States,North America,Technology,26-35,Non-binary,2020,67.3,7.36,46.3,48.6,7.1,1,83,3.3,0,54.6
EMP010238,New Zealand,Oceania,Retail,46-55,Female,2020,61.9,6.68,42.3,48.3,5.5,1,2,5.0,0,54.2
EMP010239,Poland,Europe,Healthcare,36-45,Female,2021,57.4,6.56,41.4,45.2,10.1,1,15,2.9,0,54.9
EMP010240,India,Asia,Manufacturing,18-25,Female,2017,60.4,4.15,39.3,64.9,6.6,0,0,2.1,0,29.0
EMP010241,Nigeria,Africa,Transportation,36-45,Male,2023,39.3,6.37,38.2,38.6,8.5,1,15,1.8,1,49.1
EMP010242,Canada,North America,Education,18-25,Female,2019,68.5,7.2,42.0,45.8,8.5,1,0,3.2,0,54.4
EMP010243,France,Europe,Construction,46-55,Female,2020,66.1,3.33,40.9,63.4,4.5,0,16,2.9,1,21.8
EMP010244,Argentina,South America,Technology,36-45,Female,2020,53.4,5.03,45.5,52.8,9.2,0,87,2.8,0,40.5
EMP010245,South Africa,Africa,Healthcare,18-25,Female,2021,55.7,8.6,38.8,39.1,13.7,0,0,2.7,0,73.0
EMP010246,Saudi Arabia,Middle East,Finance,26-35,Male,2022,54.4,4.0,50.5,54.2,7.7,1,46,5.0,0,41.8
EMP010247,Poland,Europe,Transportation,46-55,Male,2021,52.5,6.05,44.7,44.5,9.3,1,6,3.4,1,42.5
EMP010248,Switzerland,Europe,Healthcare,46-55,Female,2022,65.7,7.75,36.2,48.7,8.8,1,6,5.0,0,66.8
EMP010249,Australia,Oceania,Government,56-65,Male,2024,64.6,4.05,35.4,71.3,5.1,1,42,5.0,0,31.3
EMP010250,Kenya,Africa,Finance,26-35,Male,2015,48.8,7.49,47.4,42.3,10.0,0,0,1.8,0,67.9
EMP010251,UAE,Middle East,Transportation,56-65,Female,2021,71.7,4.58,38.5,66.9,6.3,1,13,3.9,0,40.2
EMP010252,Egypt,Africa,Education,18-25,Male,2022,65.8,7.44,40.7,48.4,10.0,1,55,1.0,0,50.7
EMP010253,South Korea,Asia,Healthcare,36-45,Female,2020,59.2,7.13,45.6,50.2,12.5,1,12,2.7,0,54.5
EMP010254,Australia,Oceania,Transportation,18-25,Female,2017,66.3,5.78,40.9,59.4,5.9,1,0,3.0,0,55.7
EMP010255,UAE,Middle East,Agriculture,56-65,Female,2024,51.3,6.2,45.9,39.7,9.1,1,0,5.0,1,52.3
EMP010256,Saudi Arabia,Middle East,Construction,18-25,Male,2021,51.7,4.54,47.2,47.1,9.5,1,6,3.3,0,27.2
EMP010257,Poland,Europe,Manufacturing,46-55,Female,2023,65.1,5.88,43.7,49.0,6.6,1,0,1.9,0,41.0
EMP010258,New Zealand,Oceania,Finance,46-55,Female,2023,63.0,7.14,50.3,43.0,7.9,1,53,5.0,0,62.8
EMP010259,South Africa,Africa,Manufacturing,36-45,Female,2022,51.6,6.21,41.6,37.8,6.9,0,16,1.4,0,37.2
EMP010260,Germany,Europe,Government,46-55,Male,2018,73.6,4.95,43.0,64.5,7.4,1,0,4.0,0,32.1
EMP010261,New Zealand,Oceania,Government,18-25,Female,2022,68.1,5.87,35.8,58.2,11.5,0,28,3.8,1,41.3
EMP010262,South Korea,Asia,Transportation,36-45,Male,2016,45.3,3.93,42.5,60.1,8.2,1,0,4.1,0,37.2
EMP010263,South Africa,Africa,Manufacturing,46-55,Male,2017,62.7,4.49,38.6,63.0,8.9,1,0,3.4,0,39.1
EMP010264,New Zealand,Oceania,Agriculture,18-25,Male,2015,56.0,3.2,36.0,62.7,8.6,1,0,3.2,0,28.0
EMP010265,Canada,North America,Construction,56-65,Female,2024,66.1,4.62,42.6,65.8,6.3,1,11,2.8,0,40.9
EMP010266,Argentina,South America,Agriculture,26-35,Male,2017,68.3,3.51,35.1,69.5,7.1,0,0,2.6,0,26.5
EMP010267,Italy,Europe,Construction,56-65,Female,2017,74.5,5.23,45.9,63.6,5.3,1,0,2.9,0,42.3
EMP010268,Netherlands,Europe,Education,46-55,Female,2017,67.8,6.83,39.6,57.0,8.3,1,0,4.1,0,48.7
EMP010269,France,Europe,Healthcare,36-45,Male,2022,63.3,8.49,50.2,41.8,7.6,1,11,4.2,0,72.5
EMP010270,Poland,Europe,Government,18-25,Male,2017,66.4,3.8,35.1,61.9,5.5,0,0,3.1,0,32.0
EMP010271,UAE,Middle East,Finance,46-55,Female,2021,68.4,6.26,43.1,54.1,8.7,1,48,3.7,0,43.7
EMP010272,United Kingdom,Europe,Manufacturing,26-35,Female,2019,60.6,5.94,40.6,58.0,9.4,1,0,5.0,0,50.3
EMP010273,Sweden,Europe,Construction,56-65,Male,2020,69.2,4.76,43.6,68.5,7.7,1,5,3.8,0,33.4
EMP010274,New Zealand,Oceania,Healthcare,18-25,Female,2018,53.2,8.57,50.9,40.5,9.2,0,0,4.6,0,65.0
EMP010275,Italy,Europe,Education,56-65,Female,2021,69.3,5.07,45.4,56.0,8.0,1,57,2.9,0,31.9
EMP010276,Japan,Asia,Agriculture,56-65,Female,2024,65.5,4.88,40.2,58.7,7.2,1,0,4.0,0,45.7
EMP010277,South Africa,Africa,Construction,26-35,Female,2023,48.6,5.52,47.4,38.8,6.4,1,0,1.9,0,48.2
EMP010278,Poland,Europe,Technology,36-45,Female,2015,46.3,7.36,47.4,47.5,11.3,0,0,3.6,0,61.9
EMP010279,Spain,Europe,Transportation,56-65,Female,2020,68.9,5.29,37.8,63.1,6.9,0,8,3.0,0,44.6
EMP010280,Canada,North America,Agriculture,26-35,Male,2017,77.1,6.29,42.3,62.7,9.1,1,0,5.0,0,45.2
EMP010281,India,Asia,Education,26-35,Female,2018,61.3,5.43,42.2,53.0,6.9,0,0,3.0,0,41.1
EMP010282,Singapore,Asia,Retail,18-25,Male,2015,67.4,6.89,36.5,54.3,10.6,1,0,4.6,0,52.8
EMP010283,New Zealand,Oceania,Construction,46-55,Male,2020,59.7,6.03,47.8,47.5,10.3,0,6,2.9,0,47.3
EMP010284,Italy,Europe,Manufacturing,26-35,Female,2018,58.9,5.11,41.5,53.5,8.5,1,0,3.2,0,43.7
EMP010285,Netherlands,Europe,Manufacturing,46-55,Male,2020,60.0,4.49,47.4,64.2,8.0,1,3,5.0,0,34.8
EMP010286,Saudi Arabia,Middle East,Manufacturing,18-25,Female,2022,64.9,6.9,42.2,50.8,7.5,0,3,3.2,0,61.9
EMP010287,Nigeria,Africa,Technology,46-55,Female,2021,54.9,6.37,39.5,55.2,9.0,1,94,3.0,0,50.6
EMP010288,Russia,Europe,Education,26-35,Female,2020,58.4,8.99,48.2,34.7,10.8,0,54,2.4,0,73.7
EMP010289,South Korea,Asia,Finance,36-45,Female,2024,80.2,4.62,46.4,67.5,8.3,1,55,2.5,0,30.0
EMP010290,Brazil,South America,Construction,26-35,Male,2017,52.4,2.34,47.6,59.3,4.7,1,0,3.4,0,18.8
EMP010291,United States,North America,Retail,18-25,Female,2023,64.7,7.85,39.9,50.6,8.7,1,1,4.8,0,61.5
EMP010292,Saudi Arabia,Middle East,Healthcare,56-65,Male,2020,75.6,4.83,44.7,59.6,11.1,1,13,3.7,0,32.9
EMP010293,Netherlands,Europe,Manufacturing,46-55,Male,2022,63.8,7.76,41.2,54.4,11.3,0,0,4.7,0,49.6
EMP010294,UAE,Middle East,Transportation,26-35,Male,2017,68.4,6.08,40.9,57.1,8.5,1,0,4.7,0,50.0
EMP010295,South Korea,Asia,Finance,56-65,Female,2019,64.1,5.61,47.8,56.9,9.4,1,0,4.5,0,49.8
EMP010296,Poland,Europe,Construction,26-35,Male,2015,46.3,6.07,42.6,40.0,11.6,1,0,2.1,0,51.6
EMP010297,Poland,Europe,Technology,18-25,Male,2017,49.5,8.42,45.3,30.3,12.2,0,0,2.6,0,65.6
EMP010298,Canada,North America,Manufacturing,36-45,Male,2020,74.2,3.72,39.4,75.0,6.9,1,0,3.9,0,36.1
EMP010299,Norway,Europe,Transportation,36-45,Female,2021,77.7,6.69,45.3,53.0,9.6,1,5,5.0,0,52.8
EMP010300,Italy,Europe,Government,46-55,Male,2016,45.1,5.36,33.2,36.6,7.6,1,0,3.2,0,53.0
EMP010301,India,Asia,Technology,36-45,Female,2016,67.6,6.99,53.6,53.1,7.7,0,0,2.7,0,53.3
EMP010302,Saudi Arabia,Middle East,Transportation,26-35,Female,2018,72.9,6.93,45.0,56.2,6.6,0,0,2.6,1,53.9
EMP010303,Sweden,Europe,Retail,56-65,Male,2019,61.3,7.69,45.6,39.7,8.3,1,0,5.0,0,64.8
EMP010304,Egypt,Africa,Manufacturing,56-65,Female,2018,60.9,4.37,44.0,67.3,7.6,0,0,2.3,1,26.2
EMP010305,Japan,Asia,Healthcare,26-35,Male,2015,60.8,6.61,43.3,49.8,4.7,1,0,3.3,0,55.6
EMP010306,Turkey,Middle East,Technology,56-65,Male,2021,66.4,4.5,44.4,67.1,6.7,0,69,3.6,0,29.1
EMP010307,New Zealand,Oceania,Finance,18-25,Female,2020,72.4,7.35,45.0,60.5,11.0,1,60,2.8,0,61.8
EMP010308,Singapore,Asia,Finance,56-65,Female,2023,55.1,6.08,49.4,48.2,12.0,0,61,4.2,1,52.8
EMP010309,Kenya,Africa,Transportation,26-35,Male,2024,57.6,7.4,33.2,46.8,12.1,0,13,2.8,0,58.0
EMP010310,Mexico,South America,Transportation,46-55,Male,2020,49.0,6.61,36.8,43.7,11.5,1,15,2.6,0,53.2
EMP010311,Argentina,South America,Agriculture,18-25,Male,2021,69.3,5.17,48.6,55.1,7.8,0,2,4.4,1,44.0
EMP010312,India,Asia,Construction,26-35,Female,2020,41.0,6.19,39.8,30.2,8.4,1,1,2.0,0,52.2
EMP010313,Mexico,South America,Technology,26-35,Male,2016,65.6,3.33,41.5,64.6,4.4,0,0,1.9,0,20.0
EMP010314,South Africa,Africa,Government,26-35,Female,2023,71.0,6.3,36.9,61.6,8.4,0,34,3.7,0,53.4
EMP010315,United States,North America,Manufacturing,26-35,Male,2023,74.7,4.14,43.3,70.9,7.8,1,3,4.0,0,37.8
EMP010316,France,Europe,Agriculture,18-25,Male,2017,59.8,4.75,44.0,61.0,11.1,0,0,4.6,0,32.3
EMP010317,Australia,Oceania,Government,26-35,Female,2021,61.8,5.15,38.9,55.0,5.9,1,37,4.4,0,46.2
EMP010318,Spain,Europe,Healthcare,36-45,Male,2020,68.6,7.32,46.9,53.2,7.7,1,15,3.5,1,57.4
EMP010319,Brazil,South America,Healthcare,18-25,Female,2017,59.1,10.0,39.9,34.7,11.4,0,0,2.4,0,78.1
EMP010320,Singapore,Asia,Education,36-45,Female,2020,73.6,8.36,29.7,48.2,13.4,1,42,5.0,1,60.8
EMP010321,Russia,Europe,Education,26-35,Female,2021,61.3,7.33,43.5,46.0,8.7,1,45,2.9,0,55.5
EMP010322,South Africa,Africa,Manufacturing,56-65,Female,2018,50.3,4.25,36.0,52.3,10.1,1,0,3.9,0,34.5
EMP010323,Australia,Oceania,Education,46-55,Female,2018,72.5,4.98,34.7,64.3,9.0,0,0,4.0,0,37.4
EMP010324,Netherlands,Europe,Manufacturing,18-25,Female,2017,72.5,5.96,40.8,64.6,9.8,1,0,4.9,0,31.1
EMP010325,Germany,Europe,Finance,26-35,Female,2018,70.8,6.61,50.8,61.6,7.5,1,0,3.6,0,54.7
EMP010326,Saudi Arabia,Middle East,Agriculture,46-55,Female,2022,59.8,3.84,49.3,58.7,4.6,1,7,3.1,0,24.9
EMP010327,Brazil,South America,Retail,36-45,Male,2021,46.5,6.93,37.7,40.3,11.4,0,12,3.1,0,60.3
EMP010328,South Korea,Asia,Technology,18-25,Female,2023,59.7,6.56,46.0,55.9,12.6,1,72,5.0,0,48.7
EMP010329,Canada,North America,Agriculture,56-65,Female,2020,71.9,4.49,41.0,61.4,6.1,1,0,3.3,0,34.8
EMP010330,Kenya,Africa,Finance,26-35,Female,2017,49.6,8.11,48.6,38.8,9.9,1,0,4.0,0,67.3
EMP010331,Canada,North America,Retail,56-65,Female,2018,55.5,5.05,37.5,46.3,4.6,0,0,4.0,0,41.3
EMP010332,Russia,Europe,Technology,36-45,Female,2023,57.9,6.29,43.4,51.2,11.3,0,75,2.4,0,60.4
EMP010333,United States,North America,Finance,36-45,Male,2018,78.4,8.13,47.1,61.8,11.7,1,0,4.0,1,55.3
EMP010334,Russia,Europe,Government,46-55,Male,2022,58.1,6.22,42.9,49.0,9.5,0,35,3.3,1,46.7
EMP010335,Nigeria,Africa,Manufacturing,46-55,Female,2018,49.9,4.27,38.3,59.1,10.5,1,0,2.4,1,36.6
EMP010336,Netherlands,Europe,Healthcare,56-65,Female,2018,70.7,5.38,47.1,63.8,7.4,1,0,3.3,0,36.1
EMP010337,France,Europe,Finance,18-25,Male,2016,71.7,4.96,47.2,57.9,2.3,1,0,4.4,1,36.5
EMP010338,Spain,Europe,Healthcare,46-55,Male,2020,68.9,6.97,56.0,57.3,9.6,1,41,3.5,0,61.4
EMP010339,Canada,North America,Agriculture,56-65,Female,2015,56.3,2.24,39.9,69.1,3.1,1,0,4.4,0,24.0
EMP010340,Switzerland,Europe,Transportation,36-45,Male,2024,69.4,3.93,41.9,68.9,5.8,1,0,5.0,1,29.6
EMP010341,Brazil,South America,Agriculture,18-25,Female,2023,62.1,4.13,45.0,50.0,4.5,0,0,2.5,0,35.2
EMP010342,Italy,Europe,Finance,56-65,Female,2015,65.5,6.26,46.9,58.2,10.1,1,0,3.5,0,48.3
EMP010343,Egypt,Africa,Healthcare,36-45,Female,2024,46.6,5.48,54.0,54.6,11.6,0,31,2.0,0,49.9
EMP010344,India,Asia,Government,26-35,Female,2015,60.7,2.69,40.2,69.5,3.4,0,0,2.2,1,21.8
EMP010345,United States,North America,Retail,46-55,Female,2021,75.1,7.3,38.9,49.6,4.3,0,10,4.2,1,58.9
EMP010346,Spain,Europe,Healthcare,18-25,Male,2023,67.0,7.16,40.8,54.7,8.5,1,20,4.4,0,59.6
EMP010347,New Zealand,Oceania,Healthcare,36-45,Male,2021,70.7,7.5,43.3,48.0,8.3,1,21,4.8,1,62.1
EMP010348,Japan,Asia,Retail,26-35,Male,2018,62.1,3.88,39.9,54.9,7.8,1,0,4.4,0,34.4
EMP010349,France,Europe,Manufacturing,56-65,Female,2015,56.6,6.9,38.3,45.4,10.6,0,0,3.5,0,58.2
EMP010350,Poland,Europe,Finance,46-55,Male,2018,57.7,5.95,50.6,46.9,9.0,0,0,3.3,0,51.6
EMP010351,Mexico,South America,Government,18-25,Female,2016,57.0,3.72,32.0,64.2,6.0,1,0,1.0,0,26.5
EMP010352,Germany,Europe,Transportation,46-55,Female,2018,62.3,4.99,46.7,76.8,5.5,1,0,4.4,0,44.0
EMP010353,China,Asia,Healthcare,18-25,Female,2015,44.2,6.56,42.5,45.8,10.7,0,0,2.8,0,52.4
EMP010354,China,Asia,Finance,18-25,Male,2020,61.0,5.61,48.0,56.7,7.6,0,50,2.0,0,44.5
EMP010355,Kenya,Africa,Transportation,46-55,Male,2017,55.0,5.45,50.2,51.5,5.8,0,0,3.6,0,49.9
EMP010356,New Zealand,Oceania,Agriculture,18-25,Male,2024,62.7,4.87,41.7,59.2,10.1,1,4,4.3,0,37.7
EMP010357,Italy,Europe,Education,26-35,Male,2018,56.2,7.94,40.9,38.2,9.6,1,0,4.4,0,66.5
EMP010358,Russia,Europe,Healthcare,26-35,Male,2016,55.5,8.52,39.6,45.9,11.1,0,0,3.9,0,67.1
EMP010359,Italy,Europe,Finance,46-55,Female,2019,43.8,6.56,40.1,44.9,11.2,1,0,3.8,0,48.9
EMP010360,France,Europe,Finance,46-55,Male,2017,61.7,7.72,42.3,44.5,12.8,1,0,3.5,1,63.3
EMP010361,Mexico,South America,Transportation,36-45,Male,2020,56.5,6.78,47.1,45.5,8.3,0,21,3.0,0,54.2
EMP010362,Japan,Asia,Technology,56-65,Female,2016,61.5,6.04,42.9,60.0,7.5,1,0,3.6,0,56.2
EMP010363,Nigeria,Africa,Government,56-65,Female,2019,64.2,3.57,41.4,66.9,9.6,0,0,4.3,0,36.8
EMP010364,China,Asia,Transportation,26-35,Male,2023,52.5,6.2,37.8,48.8,10.9,0,13,3.1,0,51.0
EMP010365,Saudi Arabia,Middle East,Technology,26-35,Male,2023,69.5,4.23,49.3,69.5,6.7,1,87,4.3,0,28.8
EMP010366,Nigeria,Africa,Finance,56-65,Male,2022,40.3,6.12,47.1,40.6,10.9,1,53,4.1,0,57.1
EMP010367,Norway,Europe,Agriculture,56-65,Female,2017,70.4,4.19,40.3,66.4,7.3,1,0,5.0,0,36.9
EMP010368,South Korea,Asia,Government,56-65,Male,2019,64.8,2.7,39.9,56.6,7.0,1,0,3.3,0,22.0
EMP010369,Egypt,Africa,Healthcare,18-25,Male,2021,55.2,7.95,42.0,38.2,8.8,0,13,1.1,1,65.4
EMP010370,Brazil,South America,Government,18-25,Male,2017,60.3,3.38,30.0,59.7,2.5,0,0,3.9,0,35.5
EMP010371,Spain,Europe,Government,46-55,Female,2015,64.0,4.21,46.1,64.6,5.7,1,0,4.7,0,29.9
EMP010372,Turkey,Middle East,Manufacturing,36-45,Female,2018,48.2,6.77,39.7,46.3,11.2,0,0,2.7,0,62.4
EMP010373,Switzerland,Europe,Retail,36-45,Male,2022,60.8,6.07,31.9,42.7,9.2,0,3,5.0,0,55.4
EMP010374,New Zealand,Oceania,Construction,36-45,Male,2022,75.1,5.18,43.9,63.2,10.0,0,20,4.2,0,49.1
EMP010375,France,Europe,Agriculture,26-35,Male,2019,61.2,3.81,37.4,67.2,7.4,1,0,3.8,0,33.2
EMP010376,Argentina,South America,Education,36-45,Female,2024,35.1,6.41,43.9,38.7,10.8,0,60,2.7,0,53.9
EMP010377,South Korea,Asia,Agriculture,18-25,Male,2020,63.3,4.39,44.1,62.1,8.3,1,0,3.5,0,30.8
EMP010378,Italy,Europe,Transportation,46-55,Female,2024,62.5,5.38,39.4,46.7,8.4,1,7,2.1,0,46.6
EMP010379,Turkey,Middle East,Government,46-55,Male,2024,48.0,6.55,38.4,37.6,9.0,1,22,2.9,1,54.3
EMP010380,UAE,Middle East,Transportation,46-55,Male,2021,59.1,5.27,42.2,57.8,5.8,1,6,4.1,0,55.1
EMP010381,Turkey,Middle East,Retail,36-45,Male,2018,64.4,5.6,43.1,57.1,7.4,1,0,1.6,0,53.8
EMP010382,Russia,Europe,Education,46-55,Female,2015,63.2,6.5,42.4,45.0,10.2,0,0,2.3,0,55.1
EMP010383,United States,North America,Manufacturing,26-35,Female,2023,65.4,4.64,46.3,62.6,3.9,1,4,5.0,1,43.6
EMP010384,New Zealand,Oceania,Healthcare,46-55,Female,2022,54.5,7.64,44.3,39.8,12.3,0,18,3.8,0,59.6
EMP010385,Norway,Europe,Construction,18-25,Female,2015,91.9,4.81,40.7,80.7,4.0,1,0,5.0,0,48.3
EMP010386,Brazil,South America,Technology,56-65,Female,2018,57.5,4.26,53.0,59.2,8.9,1,0,2.2,0,28.7
EMP010387,Mexico,South America,Manufacturing,18-25,Female,2021,49.2,4.64,39.5,50.1,9.4,1,0,4.1,0,41.0
EMP010388,Spain,Europe,Technology,46-55,Female,2019,58.8,5.93,40.5,50.4,9.6,0,0,4.5,0,36.4
EMP010389,Turkey,Middle East,Transportation,26-35,Female,2018,64.7,5.18,43.6,64.6,7.0,0,0,3.4,0,37.3
EMP010390,Spain,Europe,Technology,26-35,Male,2017,47.3,4.77,36.7,54.1,7.3,1,0,2.6,0,42.6
EMP010391,South Korea,Asia,Transportation,18-25,Male,2024,64.3,7.21,44.9,58.3,7.2,1,11,3.1,1,56.2
EMP010392,Germany,Europe,Retail,56-65,Male,2022,69.3,7.39,38.8,50.4,6.7,1,0,4.1,0,69.5
EMP010393,Germany,Europe,Healthcare,46-55,Female,2017,64.9,8.33,44.8,44.3,9.2,1,0,4.5,0,63.9
EMP010394,India,Asia,Education,56-65,Male,2020,48.3,7.37,39.3,43.5,9.3,0,43,2.1,0,59.7
EMP010395,Spain,Europe,Agriculture,56-65,Female,2018,63.2,5.03,37.6,63.1,5.3,1,0,2.3,0,49.5
EMP010396,New Zealand,Oceania,Education,26-35,Female,2018,70.2,7.81,36.3,41.8,12.1,1,0,5.0,0,59.0
EMP010397,Netherlands,Europe,Transportation,46-55,Male,2015,63.7,6.5,38.2,55.1,6.0,1,0,4.7,0,55.8
EMP010398,Japan,Asia,Education,56-65,Male,2017,61.3,5.71,37.3,57.4,10.6,1,0,3.8,1,37.3
EMP010399,South Africa,Africa,Manufacturing,26-35,Male,2018,47.3,4.97,44.0,49.7,10.1,1,0,3.0,0,44.7
EMP010400,UAE,Middle East,Finance,46-55,Male,2018,67.3,5.2,48.5,64.5,13.2,1,0,3.8,0,41.7
EMP010401,Switzerland,Europe,Agriculture,56-65,Male,2015,70.5,5.68,35.8,61.3,12.8,1,0,4.2,0,42.5
EMP010402,Poland,Europe,Government,18-25,Male,2020,67.0,3.49,43.4,66.9,8.1,0,43,2.2,0,34.6
EMP010403,Turkey,Middle East,Government,46-55,Male,2019,61.4,5.28,45.8,58.3,10.5,0,0,2.6,0,43.1
EMP010404,Netherlands,Europe,Retail,26-35,Female,2022,62.7,7.18,39.9,47.7,9.8,1,10,4.6,0,57.3
EMP010405,Brazil,South America,Retail,56-65,Female,2016,52.1,4.58,41.1,61.9,8.7,0,0,3.8,0,39.3
EMP010406,Spain,Europe,Manufacturing,26-35,Male,2024,61.9,4.06,41.5,62.5,8.1,1,9,3.4,0,25.3
EMP010407,Canada,North America,Healthcare,46-55,Male,2024,69.4,6.77,43.6,61.3,10.6,0,6,4.0,1,52.6
EMP010408,Singapore,Asia,Construction,36-45,Female,2016,74.8,4.57,48.3,61.0,3.7,1,0,5.0,0,37.1
EMP010409,Russia,Europe,Manufacturing,26-35,Male,2020,58.4,4.32,40.7,52.1,10.2,0,12,1.8,0,43.6
EMP010410,Russia,Europe,Transportation,36-45,Male,2016,60.5,6.81,40.7,48.5,10.2,0,0,3.5,0,46.1
EMP010411,United States,North America,Agriculture,46-55,Female,2023,73.4,4.6,42.3,69.5,3.7,0,2,4.7,0,45.5
EMP010412,Turkey,Middle East,Transportation,26-35,Male,2018,49.7,5.68,44.9,50.1,11.5,0,0,2.9,0,53.8
EMP010413,China,Asia,Retail,26-35,Male,2015,56.1,4.36,31.6,48.3,8.5,0,0,3.6,0,45.6
EMP010414,New Zealand,Oceania,Transportation,46-55,Female,2016,61.9,4.37,42.9,52.5,7.7,1,0,3.6,0,41.6
EMP010415,United States,North America,Government,46-55,Female,2019,73.1,6.29,40.1,49.8,6.4,1,0,5.0,0,49.9
EMP010416,Sweden,Europe,Government,56-65,Male,2024,47.3,6.15,32.3,42.3,7.0,1,35,4.4,0,49.6
EMP010417,Russia,Europe,Technology,56-65,Female,2019,54.3,5.47,45.7,49.0,8.8,1,0,2.7,0,35.0
EMP010418,Sweden,Europe,Retail,56-65,Male,2024,60.1,7.01,39.1,52.3,9.8,1,11,3.2,0,51.9
EMP010419,Kenya,Africa,Construction,26-35,Male,2019,58.2,5.15,48.5,46.2,12.9,0,0,2.1,0,33.1
EMP010420,China,Asia,Agriculture,26-35,Female,2020,54.8,5.24,52.9,50.9,7.0,0,3,3.5,0,38.6
EMP010421,Russia,Europe,Transportation,18-25,Male,2024,58.0,5.43,38.8,49.1,13.1,0,11,2.2,0,37.2
EMP010422,Russia,Europe,Government,46-55,Female,2018,55.4,2.82,41.9,71.5,11.4,0,0,3.7,0,21.4
EMP010423,Nigeria,Africa,Government,56-65,Male,2024,65.7,3.93,39.3,69.6,8.8,0,55,3.5,0,28.4
EMP010424,Saudi Arabia,Middle East,Healthcare,36-45,Female,2022,67.7,6.31,49.5,50.7,9.0,0,12,3.7,0,54.6
EMP010425,South Korea,Asia,Transportation,36-45,Male,2022,74.7,5.16,47.2,57.7,7.2,1,8,3.1,0,37.2
EMP010426,Canada,North America,Agriculture,18-25,Female,2015,65.1,5.1,44.6,63.5,5.7,1,0,3.6,0,37.0
EMP010427,Brazil,South America,Transportation,36-45,Male,2023,48.8,5.74,37.8,47.1,7.7,0,20,3.3,0,44.8
EMP010428,Kenya,Africa,Government,46-55,Female,2021,60.5,5.33,41.4,62.1,9.1,1,38,4.1,0,48.4
EMP010429,Singapore,Asia,Transportation,36-45,Male,2018,64.8,4.8,42.2,73.5,2.6,1,0,4.9,1,43.2
EMP010430,Brazil,South America,Education,36-45,Female,2020,57.5,8.09,39.3,42.9,11.0,1,51,3.9,0,54.2
EMP010431,France,Europe,Government,26-35,Female,2017,51.9,6.46,36.4,50.2,8.2,1,0,4.6,0,50.6
EMP010432,Japan,Asia,Construction,46-55,Female,2021,56.5,4.09,49.4,62.3,6.4,1,2,4.1,0,26.8
EMP010433,France,Europe,Construction,36-45,Female,2017,62.9,4.87,51.3,60.4,13.2,1,0,3.2,0,34.3
EMP010434,Italy,Europe,Technology,46-55,Female,2018,60.2,5.53,36.0,47.0,5.3,1,0,3.2,0,38.9
EMP010435,Switzerland,Europe,Transportation,46-55,Male,2022,74.4,3.24,44.9,72.1,8.0,1,0,5.0,0,33.1
EMP010436,United States,North America,Manufacturing,18-25,Female,2017,53.3,5.65,41.4,46.8,6.2,1,0,5.0,0,49.2
